company,education,experience,industry,jobdescription,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,site_name,skills,uniq_id
SGS India Pvt. Ltd.,UG: Any Graduate - Any Specialization,3 - 8 yrs,Pharma / Biotech / Clinical Research,"job description   send me jobs like this we have a opportunity for sales executive/assistant manager/manager for delhi, hyderabad, mumbai & ahmedabad location company profile: sgs is the world's leading inspection, verification, testing and certification mnc. we are recognized as the global benchmark for quality and integrity. with more than 80,000 employees, we operate a network of more than 1,650 offices and laboratories around the world. we cater quality services to 10 businesses in india like consumer testing services, oil & gas, life sciences, industrial services, agricultural service etc. for more information, please visit: www.sgsgroup.com brief job description responsible for sales & business development in the assigned territory. achieve monthly/annual designated targets. develop and visit key clients at desired frequency. key results areas ( kras) & key deliverables: develop new clients in pipeline for sustainable business. achieve and maintain targeted dso/rcd/outstanding recovery. kindly revert with your updated resume and following details: current ctc (fixed and variable) - additional benefits (if any) - expected ctc (fixed and variable) - notice period - reason for change - sgs has strict background verification process make sure the details provided by you are 100% accurate - salary: not disclosed by recruiter industry: pharma / biotech / clinical research functional area: sales , retail , business development role category:retail sales role:sales/business development manager keyskills gas oil sales executive activities life sciences desired candidate profile please refer to the job description above education- ug: any graduate - any specialization company profile: sgs india pvt. ltd. sgs is the world's leading inspection, verification, testing and certification company, offering a wide range of quality assurance and specialized technical services. download ppt photo 1   view contact details",221216000616,"Delhi, Mumbai, Ahmedabad, Hyderabad",Opportunity for Sales Executive/assistant Manager/manager,4.0,Not Disclosed by Recruiter,2016-12-22 18:19:26 +0000,www.naukri.com,Sales,96d53c6fc4359fe82e10ced0d1275ba2
HCL Technologies Limited,"UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization, Computers, MCA - Computers, MS/M.Sc(Science) - Any Specialization Doctorate:Doctorate Not Required",0 - 1 yrs,IT-Software / Software Services,"job description   send me jobs like this *** please carry a printout of this mail, one recent passport sized photograph  and directly walk in to the below mentioned venue for the interview*** date of interview:  22nd & 23rd  december (thursday & friday) venue: quba college of engineering & technology, nh 5, nellore, venkatachalam, andhra pradesh 524320, india time:  10.00 am (sharp) contact person:  mr. karthick sha company: hcl technologies designation: associate graduate engineer trainee ctc: 2.5 lakhs domains: application/software development/infrastructure for any query please get in touch with the following recruiters: ms. harshita - 9701485054 (please call between 10am to 6pm and call only after reading the full job description properly) eligibility: be/b. tech/me/m. tech: circuits/computers/mech/civil & mca, msc it/cs year of passing - 2013, 2014, 2015 & 2016 marks criteria: xth - 60% (more then 59.5% is eligible) xiith - 60% (more then 59.5% is eligible) ug/pg- 60% (more than 59.5 is eligible) domains: database administration networking system administration software administration and monitoring testing application management windows platforms: sap ms technologies linux cisco java .net oracle selection process:    communication assessment technical assessment online aptitude test versant round hr round salary:inr 2,50,000 p.a. to be increased upto 45% upon probation completion. industry: it-software / software services functional area: it software - application programming , maintenance role category:programming & design role:software developer keyskills be b.tech me m.tech m tech mca engineering fresher mnc software development developer testing sap oracle database networking ccna java .net 2013 2014 2015 trainee entry level c job desired candidate profile candidates should be good communicators in english.should be ready to relocate to any office of hcl across the globe.candidates should have a learning attitudecandidates should have good levels of english, logical reasoning, quantitative aptitude and computer fundamentals. education- ug: b.tech/b.e. - any specialization pg:m.tech - any specialization, computers, mca - computers, ms/m.sc(science) - any specialization doctorate:doctorate not required company profile: hcl technologies limited hcl tss is the in house deployment arm of hcl technologies that focus at empowering fresher employment in to the it space through its leap model. for further details please log on to our website. download ppt photo 1   view contact details",201216000866,"Chennai, Hyderabad",HCL Technologies Off-campus for Fresher on 22nd & 23rd Dec @ Nellore,126.0,"2,50,000 P.A. To be increased upto 45% upon probation completion.",2016-12-20 18:19:27 +0000,www.naukri.com,IT Software - Application Programming,0911a4e0f22d24530c01cfb59ec4d414
Gratisol Labs Limited,"UG: B.Sc - Any Specialization, Chemistry, Other Specialization, B.Pharma - Pharmacy PG:M.Pharma - Pharmacy",2 - 5 yrs,Pharma / Biotech / Clinical Research,"job description   send me jobs like this operation and calibration of hplc, gc , ftir instruments analytical instruments. accurate and timely documentation of all analysis including raw data, checking of all data and proper storage of data and timely reporting of results. salary:inr 1,25,000 - 3,00,000 p.a. 1.5 lacs industry: pharma / biotech / clinical research functional area: medical , healthcare , r&d , pharmaceuticals , biotechnology role category:r&d role:analytical chemistry associate/scientist keyskills hplc gc ftir quality control analytical instruments desired candidate profile quality control executive is responsible for (i) achieving the quality objectives of the organization across all the functions; (ii) identifying, deploying and ensuring potential improvement opportunities for process enhancement; (iii) education- ug: b.sc - any specialization, chemistry, other specialization, b.pharma - pharmacy pg:m.pharma - pharmacy company profile: gratisol labs limited gratisol labs is a leading contract research organization (cro) providing clinical data management, pharmacovigilance, biostatistical analysis, sas programming, application training & it support services to pharmaceutical organizations globally. rec download ppt photo 1   view contact details",211216000197,Hyderabad,Urgent Requirement - Pharma Quality Control Executive,10.0,"1,25,000 - 3,00,000 P.A. 1.5 Lacs",2016-12-31 18:19:27 +0000,www.naukri.com,Medical,79d47f9d25ce908ad3ae3c902b83d566
Charter Global,UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required,6 - 10 yrs,Recruitment / Staffing,"job description   send me jobs like this 6-9 years of experience in bench sales(us staffing). should have experience of handling a bench sales team good experience in marketing the bench consultants, regular interaction with the bench candidates, their by identifying their needs and position them to projects accordingly. should be known the process of on boarding and transferring visa of candidates (need to know h1b documentation) suggesting innovative ways to market and place candidates. experience working with h1b, opt, us citizens, gc candidates preferred. preparing weekly / monthly reports of performance done by the team and himself. knowledge of corp-to-corp, 1099, w2 preferred. must be proactive , dynamic & result oriented. salary: not disclosed by recruiter industry: recruitment / staffing functional area: sales , retail , business development role category:retail sales role:sales/business development manager keyskills bench sales lead bench sales us staffing marketing desired candidate profile   education- ug: any graduate - any specialization doctorate:doctorate not required company profile: charter global charter global is a global information technology and solutions provider with more than 22 years of proven track record in gaining customer confidence. we support our customer needs in asia-pacific, europe and the americas (north and latin). our customers are in a variety of vertical industries: energy, finance, healthcare, government, retail, fulfillment logistics, manufacturing and telecom. charter global has honed the processes, methodologies, tools and functions to deliver software services via a global delivery model which blends in local and remote resources to get the job done - consistently download ppt photo 1   view contact details",201216901590,Hyderabad,Bench Sales Lead,1.0,Not Disclosed by Recruiter,2016-12-20 18:19:27 +0000,www.naukri.com,Sales,c74e534b4565131258cee9c4ce6612dc
Prospero Advisers,"UG: Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Ceramics",1 - 5 yrs,Glass / Glassware,"job description   send me jobs like this should be diploma in glass & ceramic engineering, handling * furnace heat up. * furnace construction. * batch plant construction. * furnace & batch plant equipment testing during cold & hot commissioning * batch feeding by giraffe salary: not disclosed by recruiter industry: glass / glassware functional area: production , manufacturing , maintenance role category:production/manufacturing/maintenance role:workman/foreman/technician keyskills furnace furnace & batch plant batch feeding glass bottle ceramic welding furnace & batch desired candidate profile any dip/engineer with furnace & batch plant 1 to 5 yrs experience in glass industry to be based at hyderabad. should be willing to work in shifts. education- ug: any graduate - any specialization, b.tech/b.e. - any specialization, ceramics company profile: prospero advisers leaders in talent hunt download ppt photo 1   view contact details",221216001767,Hyderabad,Jr Engg - Furnace & Batch Operation,3.0,Not Disclosed by Recruiter,2016-12-22 18:19:27 +0000,www.naukri.com,Production,9702cceea320a31b49f996a1339ebc8a
Exide Life Insurance Company Limited,UG: Any Graduate - Any Specialization,1 - 4 yrs,Insurance,"job description   send me jobs like this urgent openings - sales manager-tied agency channel position : sales manager - tied agency channel, exide life insurance location: hyderabad, guntur, vijayawada, karimnagar and kakinada 30% hike on last salary guaranteed max salary 4 lacs required : 10+2+3 or graduates, job description: - please find job description for the position sales manager -: 1. building agency - identify and recruit potential advisors (ex: house wife, 1. retired person, students, any family members, unemployed etc). 2. driving sales - achieve expected sales target on a consistent basis through own team of advisors. 3. manage team performance and productivity - continuously review performance and improve productivity of the team. 4. leadership - provide leadership and management to the team of advisors. 5. mentoring and training - provide training and monitor developmental needs of advisors in the team, provide feedback on advisors"" performance. 6. involves attending sales calls (outside the office), 30 percent hike on last salary maximum salary up to 4 lpa. monthly incentives, abroad trips, gratuity, pf and lots of other benefits. eligibility : the only criteria is candidate genuinely willing to do sales. mandatory : should completed any graduation interested candidates may contact for interview dates on the given contact details: contact person: radhika hr contact no: 9160767848 email:- radhika.c100564@exidelife.in salary:inr 2,00,000 - 4,00,000 p.a. incentives industry: insurance functional area: sales , retail , business development role category:corporate sales role:sales/business development manager keyskills sales management team management life insurance agency channel insurance sales tied sales sales business development insurance direct sales desired candidate profile please refer to the job description above education- ug: any graduate - any specialization company profile: exide life insurance company limited exide life insurance company limited exide life insurance company limited (formerly ing vysya life insurance company limited) commenced operations in 2001 and is head quartered in bangalore. the company is profitable and serves over 10 lakh customers across india and manages over inr 8000 cores in assets. the company is 100% owned by exide industries limited and is proud to be part of a 100 year old brand heritage in india. exide life insurance, one of the leading life insurance companies in south india, is now growing its franchise in other parts of the country. download ppt photo 1   view contact details",211216005581,"Hyderabad, Vijayawada, Guntur, Tirupati, Rajahmundry, Anantapur, Khammam, Nellore, Visakhapatnam",Urgent Openings - Sales Manager-tied Agency Channel,25.0,"2,00,000 - 4,00,000 P.A. incentives",2016-12-21 18:19:28 +0000,www.naukri.com,Sales,62c67e525502c888ac007558110a7d15
Standard Chartered Bank,UG: Any Graduate - Any Specialization,3 - 7 yrs,Banking / Financial Services / Broking,"job description   send me jobs like this deliver quality service while carrying out the following transactions for customers: cash deposits cash withdrawals demand draft/pay order instructions accepting and processing accepting instructions for fd breaks effecting internal account to account transfers accepting and processing stop payment instructions ensure that all of the above services are delivered with accuracy and warmth assist in service delivery by ensuring timely service to customers so customer traffic is efficiently managed. recommend workflow changes for customer service with greater efficiency and effectiveness. general reconciliation and compliance activities at their level, which may typically include: dual control of cash functions control of security stationary review of processing entries and vouchers sales referrals: where relevant, identify prospects for cross-selling from observation of customer transactions and highlight the same to sales staff he/she is aware of banks mis-selling & sales policies and ensure adherence all the times. educating customers about direct banking channels so specific transactions can be migrated to net banking, phone banking, atms, etc. ensure he/ she is fully aware of all the policies and procedures issued in relation to orma, group code of conduct, know your customer and money laundering prevention. he/she must ensure compliance with these policies and procedures on an ongoing basis. any suspicious transaction must immediately be reported to the supervising officer. premises management in areas of merchandising, housekeeping as well as store management as an employee, you are responsible for working with the bank to ensure a safe and healthy workplace for all. as part of the health and safety guidelines you should: take reasonable care for the health and safety of co-workers and those who may be affected by your actions or your omissions; co-operate with management to support and promote health and safety in the workplace; ensure that your actions do not put others at risk; work in a healthy and safe manner; encourage others to work in a healthy and safe manner; report all accidents and incidents; and bring to the attention of the management any hazard in the workplace salary:inr 2,00,000 - 3,00,000 p.a. + bonus industry: banking / financial services / broking functional area: financial services , banking , investments , insurance role category:operations/processes/finance/legal role:cash officer keyskills customer service phone banking sales cross selling branch banking service quality deposits service delivery desired candidate profile graduate/ post graduate anywhere between 1 - 4 years of overall experience banking knowledge understanding of front and back office processes and procedures good interpersonal skills strong communication skills team-playing ability customer and service orientation education- ug: any graduate - any specialization company profile: standard chartered bank standard chartered bank india pvt ltd standard chartered is a leading international banking group which has operated for over 150 years in some of the world's most dynamic markets. we earn around 90 per cent of our income and profits in asia, africa and the middle east. we're a leading international banking group committed to building a successful and sustainable future for our people, our customers and the communities we serve. with 1,600 branches and offices in 71 markets, we offer exciting and challenging career opportunities to over 89,000 employees. we are listed on the london, hong kong & mumbai stock exchanges, and rank among top 20 companies among ftse-100 companies by market capitalization download ppt photo 1   view contact details",201216007212,Hyderabad,Teller- Branch Banking- Hyderabad,1.0,"2,00,000 - 3,00,000 P.A. + Bonus",2016-12-20 18:19:28 +0000,www.naukri.com,Financial Services,f5f1de378bcab2164557dd535ab97e5a
THE YOUNG DESIGNERS,UG: B.Arch - Architecture PG:Post Graduation Not Required,4 - 9 yrs,Architecture / Interior Design,"job description   send me jobs like this able to work/manage the team of architects creative in designing various types of buildings residential, institutional, industrial buildings well versed with the working drawings should have the knowledge of climatology should have the knowledge of interiors experience of site is more preferable salary:inr 2,00,000 - 4,75,000 p.a. best in industry industry: architecture / interior design functional area: architecture , interior design role category:architectural services role:architect keyskills institutional eco sensitive architecture interior designing architecture interiors junior architect sr architect senior project architect desired candidate profile for the posts of haridwar, candidate from delhi in the vicinity will be more prefereablefor the post of nagpur, candidate from hyderabad, nagpur prefereabale education- ug: b.arch - architecture pg:post graduation not required company profile: the young designers company is having 16 years of presence and pan india projects,most creative side of architecture. experience of dealing big projects in private and government sector. download ppt photo 1   view contact details",201216007767,"Hyderabad, Nagpur, Haridwar","Senior Architect, Jr Architects",6.0,"2,00,000 - 4,75,000 P.A. best in industry",2016-12-20 18:19:28 +0000,www.naukri.com,Architecture,7f139ba276c7e6d5270c22f34e50f768
Sanskriti Consultancy hiring for Direct Sales Manager- Future Generali Life Insurance- Sales Job- Pan India,UG: Any Graduate PG:Other Doctorate:Any Doctorate - Any Specialization,1 - 6 yrs,Insurance,"job description   send me jobs like this co: future generali life insurance post: cfpc ctc: upto 3.5lacs+ incentives+ reimbursement profile: team handling & individual sales exp: min. 1yr exp. in any sales like (sales/bd, life insurance, banking, broking, bfsi) qualification: min. gradue salary:inr 2,00,000 - 3,50,000 p.a. salary negotiable+ incentives industry: insurance functional area: sales , retail , business development role category:retail sales role:sales/business development manager keyskills life insurance sales insurance insurance advisor agency sales sales development manager irda business development channel development corporate sales sales & marketing field sales hdfc life insurance sales direct sales lic life sales desired candidate profile - minimum graduate with min.1 year + sales experience in any industry / field. - candidate age (preferably b/w 24 - 38 years) - good communication, interpersonal and leadership skills. - must have local contact's to make insurance advisers. education- ug: any graduate pg:other doctorate:any doctorate - any specialization company profile: sanskriti consultancy direct sales manager- future generali life insurance- sales job- pan india apply to: mail your cv at sanskriti.consultancy3@gmail.com -- thanks & regards, bhawna soni sanskriti consultancy cell :+91-07042917778 / 07042937778 / 07042947778 / 08447178288 land line:- 011-43674288 / 011-47512211 / 011-43583768 download ppt photo 1   view contact details",211216001163,"Bengaluru, Hyderabad, Chennai",Future Generali Life Insurance Hiring For Direct Sales Manager- Sales,350.0,"2,00,000 - 3,50,000 P.A. Salary Negotiable+ Incentives",2016-12-21 18:19:28 +0000,www.naukri.com,Sales,1a25a1cc9147add6871eab9cd9e7d320
HERITAGE FOODS LIMITED,UG: Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization Doctorate:Doctorate Not Required,4 - 8 yrs,Agriculture / Dairy,"job description   send me jobs like this 1. schedule management. 2. ensure to obtain information,data on time accurately. 3. preparation of periodical mis reports. 4. records management. 5. office management. 6. arranging internal,external meetings and co-ordination with functional hods 7. maintain good relationship with both internal & external customers while ensuring confidentiality. 8. should have good ms-office skills and a computer savvy. salary: best in industry industry: agriculture / dairy functional area: executive assistant , front office , data entry role category:other role:secretary/pa keyskills records management office management mis reporting executive assistant dairy mis desired candidate profile please refer to the job description above education- ug: any graduate - any specialization pg:mba/pgdm - any specialization doctorate:doctorate not required company profile: heritage foods limited the heritage group, founded in the year 1992 by mr. nara chandrababu naidu, is one of the fastest growing public listed companies in india, with six-business divisions-dairy, retail, agri, bakery, renewable energy and vetca under its flagship company heritage foods limited (formerly known as heritage foods (india) limited). the annual turnover of heritage foods crossed rs.2380.58 crores in financial year 2015-16. currently heritage's milk and milk products have a market presence in andhra pradesh, telangana, karnataka, kerala, tamil nadu, maharastra, odisha and ncr delhi and its retail stores across bangalore, chennai and hyderabad. integrated agri operations are in chittoor and medak districts and these are the backbone to retail operations and the state of art bakery plant at uppal, hyderabad, telangana. download ppt photo 1   view contact details",201216004525,Hyderabad,Executive Assistant,1.0,Best In Industry,2016-12-20 18:19:29 +0000,www.naukri.com,Executive Assistant,e0a5b46b496e0da9c26d242f9e33ea6c
Diago Software Services Pvt.Ltd,PG:MBA/PGDM - Any Specialization,0 - 1 yrs,IT-Software / Software Services,"job description   send me jobs like this requirement open for business development executives with diago software services pvt.ltd(an initiation of mwebware) responsibilities: understanding the business model and conducting market research for prospective clients implementing marketing mix and performing stp analysis identifying business model of clients and data collection outreaching clients with business prospects should perform application demo and reviews should able to generate leads should flexible to travel clients place qualification: mba/pgdm graduates of 2015,16 & 17 passed outs from reputed college/university should possess excellent communication skills should have zeal to learn and quick learner strong presentation skills ms office proficiency is must should able to deliver results on timely basis benefits: flexible working hours travel allowance bonus/incentives interested candidates can writes us to pardhasaradhi.ch@mwebware.com with  updated resume salary: not disclosed by recruiter industry: it-software / software services functional area: marketing , advertising , mr , pr , media planning role category:marketing role:product executive keyskills business development marketing sales bde lead generation business development executive business development officer sales executive sales business development marketing executive bdm business development manager desired candidate profile please refer to the job description above education- pg:mba/pgdm - any specialization company profile: diago software services pvt.ltd diago software services pvt.ltd is an application development center provides world class solutions for diagnostic operations. we provide services on business analytics and reporting by which the diagnostic centers can run faster. download ppt photo 1   view contact details",161216004564,Hyderabad,Business Development Executive,3.0,Not Disclosed by Recruiter,2016-12-21 18:19:29 +0000,www.naukri.com,Marketing,321c7353e62f1702f76619be550197ea
CalvinClin hiring for our Client Companies in India,"UG: B.Tech/B.E. - Bio-Chemistry/Bio-Technology, Biomedical, B.Sc - Bio-Chemistry, Biology, Microbiology, Nursing, B.Pharma - Pharmacy, BAMS - Any Specialization, BDS - Dentistry PG:M.Tech - Bio-Chemistry/Bio-Technology, Biomedical, MS/M.Sc(Science) - Bio-Chemistry, Biology, Biotechnology, Microbiology, Nursing, Organic Chemistry, M.Pharma - Pharmacy, MDS - Any Specialization, Dentistry Doctorate:Doctorate Not Required",0 - 1 yrs,Pharma / Biotech / Clinical Research,"job description   send me jobs like this developing and writing trial protocols (outlining the purpose and methodology of a trial); presenting trial protocols to a steering committee; designing data collection forms, known as case report forms (crfs); coordinating with the ethics committee. salary:inr 3,25,000 - 4,50,000 p.a. best in the industry industry: pharma / biotech / clinical research functional area: medical , healthcare , r&d , pharmaceuticals , biotechnology role category:r&d role:clinical research associate/scientist keyskills clinical research data collection data recovery data analysis daily reports desired candidate profile please refer to the job description above education- ug: b.tech/b.e. - bio-chemistry/bio-technology, biomedical, b.sc - bio-chemistry, biology, microbiology, nursing, b.pharma - pharmacy, bams - any specialization, bds - dentistry pg:m.tech - bio-chemistry/bio-technology, biomedical, ms/m.sc(science) - bio-chemistry, biology, biotechnology, microbiology, nursing, organic chemistry, m.pharma - pharmacy, mds - any specialization, dentistry doctorate:doctorate not required company profile: calvinclin our client companies in india calvinclin services is a professionally managed organization providing insight to retain the best talent and enhance it in the best possible way. jobs dedicated to providing the best quality recruitment and resourcing solutions for our clients. download ppt photo 1   view contact details",211216003841,"Bengaluru, Mumbai, Hyderabad",Clinical Research Associate,15.0,"3,25,000 - 4,50,000 P.A. Best in the Industry",2016-12-21 18:19:30 +0000,www.naukri.com,Medical,527140dc64b51e147a41a2f5a45aeceb
Abide HR services pvt ltd hiring for Top MNC,"UG: Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, B.Com - Commerce, B.A - Any Specialization PG:M.Tech - Any Specialization, MBA/PGDM - Any Specialization, MCA - Computers, MS/M.Sc(Science) - Any Specialization, Any Postgraduate Doctorate:Doctorate Not Required",0 - 3 yrs,BPO / Call Centre / ITES,"job description   send me jobs like this role: technical support (email/chat) education: graduate / post graduate .(be ,btech,mba,mca,msc,mtech candidates can also apply) freshers can apply age : 18-30 years salary: 1.2 lac to 3 lacs location: hi-tech city salary: best in the industry industry: bpo / call centre / ites functional area: ites , bpo , kpo , lpo , customer service , operations role category:voice role:associate/senior associate -(technical) keyskills bpo non voice non voice calling chat email technical support bpo and call centre and ites desired candidate profile venue: abide hr # 9-1-71, sarojini devi road, hasss complex 1st floor, beside canara bank lane, opp to oriental bank of commerce. secunderabad - 500003 call ; 8096361633 / 040-66340077 education- ug: any graduate - any specialization, b.tech/b.e. - any specialization, b.sc - any specialization, b.com - commerce, b.a - any specialization pg:m.tech - any specialization, mba/pgdm - any specialization, mca - computers, ms/m.sc(science) - any specialization, any postgraduate doctorate:doctorate not required company profile: abide hr services pvt ltd top mnc abide hr services pvt ltd top mnc in hyderabad abidehr is the most popular bpo job provider. we are authorised hiring partners of top bpos in india. located at begumpet, hyderabad. simple process to achieve super success download ppt photo 1   view contact details",211216005294,Hyderabad,Immediate Openings for Technical Support / Non Voice at Abide HR,100.0,Best in the Industry,2016-12-21 18:19:30 +0000,www.naukri.com,ITES,62b2f74faad627de949cfa12366a6cca
Ceasefire Industries Ltd.,"UG: Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization, Marketing",1 - 6 yrs,Office Equipment / Automation,"job description   send me jobs like this job location - hyderabad designation - manager - business development qualification: graduates/ diploma preferably with science background experience: a minimum 2 years and above direct sales experience( 1 year can be also considered) candidates presently selling to hotel industry, corporate will be preferred. commercial kitchen equipment selling experience candidates will be given preference. in one line the candidates have to sell kitchen fire suppression system to star hotels, restaurant chains, consultants, architects, corporate kitchens and industrial kitchens, hospital kitchens. this is a direct sales job to the target industry. the following points are must a. should have own transport b. should have own laptop c. should have good communication & presentation skills salary:inr 2,75,000 - 4,00,000 p.a. best in the industry industry: office equipment / automation functional area: sales , retail , business development role category:retail sales role:sales/business development manager keyskills corporate sales direct sales sales in hotel hospitality sales desired candidate profile please refer to the job description above education- ug: any graduate - any specialization pg:mba/pgdm - any specialization, marketing company profile: ceasefire industries ltd. ceasefire industries, pioneer in fire extinguishing industry having 2000+ employees across 90 branches pan india. download ppt photo 1   view contact details",81216006377,Hyderabad,Required- Manager-business Development ( Hospitality Sales)- Hyderabad,1.0,"2,75,000 - 4,00,000 P.A. Best in the Industry",2016-12-20 18:19:30 +0000,www.naukri.com,Sales,cff8643624bb52aa9abcf17401f0f15b
SRL Limited,"UG: MBBS - Medicine, Diploma - Any Specialization PG:Medical-MS/MD - Any Specialization, Pathology Doctorate:Any Doctorate - Any Specialization",1 - 6 yrs,Medical / Healthcare / Hospitals,"job description   send me jobs like this day to day administration. reviewing slides and reports. ensuring turn around time of laboratory tests. making standard operating procedures for tests. conducting training sessions/ seminars for staff. managing human resources. staff rotation to decrease intellectual fatigue. interpersonal relationship management to tackle unpleasant situations. conducting yearly performance appraisals of the scientific staff. conducting interviews for new recruitments. managing materials & resources. decreasing the cost per test by sourcing kits at optimal prices. monitoring actual consumption of stocks versus the number of tests performed. ensuring competitive market price of tests through effective management of materials and resources. customer care: resolution of technical queries from patients, doctors and collection centers furnishing literature support for disputed results, if needed quality assurance: presenting the departments for international audits as and when necessary product management: making marketing inputs for sales staff about various laboratory tests conducting cmes for doctors in order to increase awareness conducting training sessions for sales staff participating in pre-launch, launch and post-launch activities of new products should have worked on quality documents for nabl salary: best in the industry industry: medical / healthcare / hospitals functional area: medical , healthcare , r&d , pharmaceuticals , biotechnology role category:medical professional role:pathologist keyskills biochemistry laboratory management microbiology cytology histopathology desired candidate profile should have pleasing personality and good communication skill education- ug: mbbs - medicine, diploma - any specialization pg:medical-ms/md - any specialization, pathology doctorate:any doctorate - any specialization company profile: srl limited srl diagnostics is a leading and reputed pathology lab network. we are the only pathology lab network in india to have 11 reference labs, 4 centers of excellence and 273* network laboratories with a footprint spanning over 6700 collection points. we offer more than 3500 tests, using the most advanced state-of-the-art technology supported by our highly skilled personnel. today, srl is conducting more than 107,000 tests in a day, ranging from simple to high-end tests. through its network of laboratories, srl offers an all-inclusive collection of diagnostic facilities including an extensive range of specialties in pathology services. in addition, srl also offers a host of other services like radiology modalities including computed tomography (ct), diagnostic radiology (x- ray), magnetic resonance imaging (mri), ultrasound and positron emission tomography (""pet""). srl is known to be one of the most renowned pathology lab centres that has a dedicated r&d division, which is iso certified and also recognized by the government of india's department of scientific and industrial research. srl is a trusted name in the field of pathology services providing quality diagnostic, prognostic and monitoring services to other path labs, hospitals and patients. it also provides clinical research services by conducting phase i-iv clinical trials for multinational and indian pharmaceutical and biotechnological companies, thereby supporting their international regulatory submissions. download ppt photo 1   view contact details",201216003339,Hyderabad,Consultant Pathologist - Part Time (birthplacehospital),1.0,Best in the Industry,2016-12-20 18:19:30 +0000,www.naukri.com,Medical,a432e6f2198639ec558fc23298501794
Call Health Services Pvt. Ltd.,PG:Any Postgraduate,4 - 8 yrs,Medical / Healthcare / Hospitals,"job description   send me jobs like this build relationships with corporate companies onboard them on to callhealth as corporate partners manage relationship lifecycle introduce them to callhealth, register, onboard, manage, optimize use pull and push based approach to get the corporate companies, their employees and their respective dependents on board address associate complaints, feedback, and crisis if and whenever needed use references to build a strong referral program meeting and growing revenue goals for assigned accounts planning sales and business development opportunities, including supporting local sales and service teams budgeting for the above functions negotiation and maintenance of sales or service contracts salary:inr 3,00,000 - 6,00,000 p.a industry: medical / healthcare / hospitals functional area: ites , bpo , kpo , lpo , customer service , operations role category:voice role:assistant manager/manager -(nontechnical) keyskills local sales business development customer relationship budgeting negotiation service contracts desired candidate profile smart, initiative-taking, people and relationship personality possess strong interpersonal skills and have good relationship building skills. self starter and should be able to motivate others to improve their quality of work. well organized and have excellent time management skills. have a can-do attitude and winning habits be accountable and take ownership has an entrepreneurial and outcome-oriented mindset can deliver results mba, engineering, graduation with a preferred existing role relationship with healthcare industry stakeholders education- pg:any postgraduate company profile: call health services pvt. ltd. pl visit www.callhealth.com download ppt photo 1   view contact details",211216006230,Hyderabad,Customer Relations/accounts Manager,2.0,"3,00,000 - 6,00,000 P.A",2016-12-21 18:19:31 +0000,www.naukri.com,ITES,77c363020c9f51491523de8758b5ce16
Ramky Enviro Engineers Ltd,UG: Any Graduate - Any Specialization PG:MS/M.Sc(Science) - Chemistry,1 - 6 yrs,Water Treatment / Waste Management,"job description   send me jobs like this define the test parameters for the collected sample. implement iso/nabl documentation. trouble shooting of instrumental and analytical problems customization and implementation of the good laboratory practices (glp). responsible for quality control/ quality assurance of the project. standardize lab as per nabl and iso. conduct lab tests of hw, calibrate, monitor air, water , soil, river, wells , wind etc as per cpcb requirement. maintain log properly of incinerator, flue gas emission etc. salary:inr 2,00,000 - 4,00,000 p.a. other benefits as per company policies industry: water treatment / waste management functional area: production , manufacturing , maintenance role category:production/manufacturing/maintenance role:quality assurance/quality control executive keyskills uv quality control quality assurance nabl glp visible spectrophotometer water testing uv - visible spectrophotometer iso flame photometer desired candidate profile understanding the compliance requirements for secured landfill, incinerator, monitoring wells, air, ground water, soil, leachate test, finger test, comprehensive test, weather monitoring and surface water testing.knowledge on instruments like icp, aas, hpic, toc, uv visible spectrophotometer, flame photometer, bomb calorimeter etc.knowledge of analytical methods like sw 486, apha etc. education- ug: any graduate - any specialization pg:ms/m.sc(science) - chemistry company profile: ramky enviro engineers ltd ramky enviro engineers limited is asia's leading provider of comprehensive environment management services. we offer a whole gamut of best-in-class services under various categories such as waste management - hazardous, municipal, biomedical & e-waste; recycling - waste water, paper, plastic and integrated waste. in addition we also offer renewable energy, consultancy and integrated environment services. our iso 9001, iso 14001, iso 17025 and ohsas 18001 certifications and state-of-the-art r&d facilities have set the platform for excellence in environmental and waste management. constantly upgrading to the latest options in environmental sustainability is the theme of our action plan. download ppt photo 1   view contact details",211216002068,"Mumbai, Hyderabad, Chennai",Chemist/senior Chemist - Laboratory,10.0,"2,00,000 - 4,00,000 P.A. Other Benefits as per company policies",2016-12-21 18:19:31 +0000,www.naukri.com,Production,f4887bdccd61a66ed7ae4282db4b3731
